OG	Median OG length (bp)	Proportion contexts near scaffold edge	Number of genomes with OG	Number of instances	Context variability score	Context variability score - complete contexts	Context entropy score	Context entropy score - complete contexts	Number of distinct neighbor OGs	Number of distinct OGs from complete contexts	Avg. number of distinct neighbor OGs	Avg. number of distinct neighbor OGs from complete contexts	description 	cog
OG0003603	360	0	4	4	0.45	0.45	3.56	3.56	43	43	19.25	19.25	ZIP Zinc transporter	P
OG0003978	228	0	3	3	0.76	0.76	3.56	3.56	38	38	29	29	#N/A	#N/A
OG0003982	924	0	3	3	0.53	0.53	3.56	3.56	38	38	20	20	SMP-30 Gluconolaconase LRE domain protein	G
OG0004040	735	0	3	3	0.51	0.51	3.56	3.56	38	38	19.33	19.33	#N/A	#N/A
OG0004111	826.5	0	2	2	0.62	0.62	3.56	3.56	37	37	23	23	Cytidylyltransferase family	S
OG0004215	438	0	2	2	0.54	0.54	3.56	3.56	36	36	19.5	19.5	Glyoxalase	E
OG0004260	553.5	0	2	2	0.5	0.5	3.56	3.56	35	35	17.5	17.5	GXWXG protein	S
OG0004366	193.5	0	2	2	0.5	0.5	3.56	3.56	35	35	17.5	17.5	#N/A	#N/A
OG0004561	286.5	0	2	2	0.78	0.78	3.56	3.56	37	37	29	29	DNA polymerase III delta' subunit	L
OG0004581	510	0	2	2	0.5	0.5	3.56	3.56	35	35	17.5	17.5	#N/A	#N/A
OG0004602	273	0	2	2	0.64	0.64	3.56	3.56	37	37	23.5	23.5	#N/A	#N/A
OG0004610	166.5	0	1	2	0.5	0.5	3.56	3.56	35	35	17.5	17.5	#N/A	#N/A
OG0004640	159	0	1	2	0.5	0.5	3.56	3.56	35	35	17.5	17.5	#N/A	#N/A
OG0004671	1735.5	0	2	2	0.53	0.53	3.56	3.56	36	36	19	19	#N/A	#N/A
OG0005052	294	0	1	1	1	1	3.56	3.56	35	35	35	35	-	-
OG0005053	993	0	1	1	1	1	3.56	3.56	35	35	35	35	cell adhesion	S
OG0005055	192	0	1	1	1	1	3.56	3.56	35	35	35	35	peptidoglycan catabolic process	S
OG0005056	270	0	1	1	1	1	3.56	3.56	35	35	35	35	-	-
OG0005068	297	1	1	1	1	NA	3.56	NA	35	0	35	35	-	-
OG0005069	267	1	1	1	1	NA	3.56	NA	35	0	35	35	-	-
OG0005243	267	0	1	1	1	1	3.56	3.56	35	35	35	35	-	-
OG0005282	153	0	1	1	1	1	3.56	3.56	35	35	35	35	"The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome"	J
OG0005476	138	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005477	255	0	1	1	1	1	3.56	3.56	35	35	35	35	Endodeoxyribonuclease RusA	L
OG0005478	342	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005634	396	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005641	1353	0	1	1	1	1	3.56	3.56	35	35	35	35	Putative transposase DNA-binding domain	L
OG0005643	216	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005647	210	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005648	198	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005649	162	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005650	228	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005651	168	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005652	348	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005726	192	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005727	198	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005916	267	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0005918	195	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0006300	411	0	1	1	1	1	3.56	3.56	35	35	35	35	Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily	J
OG0006315	651	0	1	1	1	1	3.56	3.56	35	35	35	35	succinate dehydrogenase	C
OG0006352	234	0	1	1	1	1	3.56	3.56	35	35	35	35	"Catalyzes the reversible formation of acyl-phosphate (acyl-PO(4)) from acyl- acyl-carrier-protein (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA"	I
OG0006353	333	0	1	1	1	1	3.56	3.56	35	35	35	35	Malonyl CoA-acyl carrier protein transacylase	I
OG0006448	105	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0006462	114	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0006470	225	0	1	1	1	1	3.56	3.56	35	35	35	35	UPF0365 protein	S
OG0006600	255	0	1	1	1	1	3.56	3.56	35	35	35	35	Catalyzes the ferrous insertion into protoporphyrin IX	H
OG0006622	285	0	1	1	1	1	3.56	3.56	35	35	35	35	Radical SAM	S
OG0006625	144	0	1	1	1	1	3.56	3.56	35	35	35	35	Radical SAM	S
OG0006817	504	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0006818	219	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0006832	132	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0006967	189	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0006972	186	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0006973	624	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0007199	204	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0007241	222	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0007295	192	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0007355	279	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0007492	180	0	1	1	1	1	3.56	3.56	35	35	35	35	-	-
OG0007780	180	1	1	1	1	NA	3.56	NA	35	0	35	35	Domain of unknown function (DUF1508)	S
OG0007791	405	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0007792	147	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0007793	240	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0007966	408	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0007967	282	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0008049	171	0	1	1	1	1	3.56	3.56	35	35	35	35	#N/A	#N/A
OG0000474	1266	0.06	77	79	0.22	0.22	3.57	3.57	116	116	25.52	25.52	Belongs to the EPSP synthase family. MurA subfamily	M
OG0000629	1128	0.23	76	78	0.12	0.13	3.57	3.57	131	117	15.65	15.65	"Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)"	C
OG0000824	276	0.04	77	77	0.66	0.66	3.57	3.57	49	49	32.23	32.23	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome	J
OG0000830	264	0.04	77	77	0.61	0.61	3.57	3.57	55	55	33.42	33.42	"One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA"	J
OG0000831	369	0.04	77	77	0.63	0.63	3.57	3.58	54	54	33.9	33.9	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome	J
OG0001172	1308	0.01	77	77	0.16	0.17	3.57	3.57	120	119	19.74	19.74	Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA	J
OG0001173	933	0.01	77	77	0.16	0.16	3.57	3.57	125	124	19.49	19.49	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus	J
OG0001176	408	0.01	77	77	0.14	0.15	3.57	3.53	128	117	17.88	17.88	3-demethylubiquinone-9 3-methyltransferase domain protein	S
OG0001337	717	0.05	77	77	0.24	0.24	3.57	3.58	90	90	21.77	21.77	-	-
OG0001397	933	0.03	76	76	0.22	0.22	3.57	3.57	86	86	18.5	18.5	Catalyzes the conversion of N-formimidoyl-L-glutamate to L-glutamate and formamide	E
OG0001419	345	0.07	76	76	0.18	0.18	3.57	3.56	107	103	18.75	18.75	Belongs to the UPF0342 family	S
OG0001433	447	0.05	76	76	0.22	0.22	3.57	3.56	107	105	23.36	23.36	biotin carboxyl carrier protein	I
OG0001457	297	0.03	76	76	0.24	0.24	3.57	3.56	88	86	20.92	20.92	-	-
OG0001549	1663.5	0.04	65	72	0.24	0.25	3.57	3.56	79	78	19.25	19.25	Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate	E
OG0001591	708	0.03	69	70	0.21	0.22	3.57	3.57	105	103	22.24	22.24	#N/A	#N/A
OG0001619	1632	0.01	69	69	0.33	0.33	3.57	3.56	73	72	23.81	23.81	"ABC transporter, ATP-binding protein"	V
OG0001657	147	0.02	65	65	0.23	0.23	3.57	3.57	103	103	23.22	23.22	-	-
OG0001658	276	0	65	65	0.19	0.19	3.57	3.57	103	103	19.18	19.18	-	-
OG0001697	180	0.03	62	62	0.23	0.23	3.57	3.58	101	100	23.44	23.44	-	-
OG0001889	171	0.07	46	46	0.26	0.27	3.57	3.56	81	79	21.41	21.41	Family of unknown function	S
OG0003189	1539	0	6	6	0.56	0.56	3.57	3.57	44	44	24.67	24.67	Recombinase	L
OG0003193	249	0	6	6	0.6	0.6	3.57	3.57	44	44	26.5	26.5	KaiB domain	S
OG0003215	960	0	6	6	0.53	0.53	3.57	3.57	45	45	23.83	23.83	-	-
OG0003479	1770	0	5	5	0.4	0.4	3.57	3.57	44	44	17.6	17.6	Converts the aldose L-fucose into the corresponding ketose L-fuculose	G
OG0003526	349.5	0.25	4	4	0.6	0.6	3.57	3.53	38	38	22.75	22.75	"Gas vesicles are small, hollow, gas filled protein structures that are found in several microbial planktonic microorganisms. They allow the positioning of the organism at the favorable depth for growth. GvpA type proteins form the essential core of the structure"	S
OG0003819	2178	0	3	3	0.53	0.53	3.57	3.57	40	40	21	21	the current gene model (or a revised gene model) may contain a frame shift	S
OG0003890	615	0	3	3	0.49	0.49	3.57	3.57	39	39	19	19	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	T
OG0004018	858	0	3	3	0.62	0.62	3.57	3.57	40	40	24.67	24.67	COG1082 Sugar phosphate isomerases epimerases	G
OG0004203	5128.5	0	2	2	0.51	0.51	3.57	3.57	36	36	18.5	18.5	AAA domain	L
OG0004335	222	1	2	2	0.51	NA	3.57	NA	36	0	18.5	18.5	#N/A	#N/A
OG0004420	696	0	2	2	0.51	0.51	3.57	3.57	36	36	18.5	18.5	#N/A	#N/A
OG0004438	252	0.5	2	2	0.58	0.83	3.57	3.26	37	26	21.5	21.5	#N/A	#N/A
OG0004641	396	0	2	2	0.51	0.51	3.57	3.57	36	36	18.5	18.5	#N/A	#N/A
OG0004676	378	0	2	2	0.51	0.51	3.57	3.57	36	36	18.5	18.5	SnoaL-like polyketide cyclase	S
OG0004704	202.5	0	2	2	0.51	0.51	3.57	3.57	36	36	18.5	18.5	#N/A	#N/A
OG0000376	3570	0.04	77	81	0.18	0.18	3.58	3.59	116	115	20.3	20.3	Required for chromosome condensation and partitioning	D
OG0000435	2037	0.01	77	80	0.18	0.18	3.58	3.58	109	108	19.85	19.85	Serine threonine protein kinase	KLT
OG0000445	1065	0.07	77	80	0.26	0.27	3.58	3.57	91	89	23.82	23.82	NADH dehydrogenase	C
OG0000528	3174	0.05	77	79	0.17	0.17	3.58	3.57	119	116	20.22	20.22	Carbamoyl-phosphate synthetase ammonia chain	F
OG0000598	654	0.04	77	78	0.6	0.6	3.58	3.59	55	55	33.18	33.18	"Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation"	J
OG0000724	4093.5	0.08	77	78	0.2	0.2	3.58	3.57	95	94	18.67	18.67	"the rest of the oligosaccharide is released intact. Cleaves the peptidoglycan connecting the daughter cells at the end of the cell division cycle, resulting in the separation of the two newly divided cells. Acts as an autolysin in penicillin-induced lysis (By similarity)"	M
OG0000827	354	0.04	77	77	0.62	0.62	3.58	3.59	53	53	32.86	32.86	"The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome"	J
OG0000833	540	0.04	77	77	0.61	0.61	3.58	3.58	56	56	34.16	34.16	"This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits"	J
OG0001327	1008	0.04	77	77	0.23	0.24	3.58	3.55	90	86	20.47	20.47	phosphate transporter	P
OG0001332	1092	0.01	77	77	0.17	0.17	3.58	3.58	106	106	18.03	18.03	teichoic acid biosynthesis protein	M
OG0001420	1189.5	0.07	76	76	0.18	0.19	3.58	3.57	107	103	19.53	19.53	DNA repair exonuclease	L
OG0001489	426	0.01	75	75	0.22	0.22	3.58	3.58	98	97	21.72	21.72	antiporter activity	P
OG0001630	1035	0.01	66	67	0.18	0.18	3.58	3.58	99	99	17.55	17.55	"Member of the two-component regulatory system NreB NreC involved in the control of dissimilatory nitrate nitrite reduction in response to oxygen. NreB functions as a direct oxygen sensor histidine kinase which is autophosphorylated, in the absence of oxygen, probably at the conserved histidine residue, and transfers its phosphate group probably to a conserved aspartate residue of NreC. NreB NreC activates the expression of the nitrate (narGHJI) and nitrite (nir) reductase operons, as well as the"	F
OG0001946	282	0	42	42	0.28	0.28	3.58	3.58	85	85	23.69	23.69	-	-
OG0003153	384	0.5	7	6	0.31	0.43	3.58	3.37	44	32	13.67	13.67	-	-
OG0003192	747	0	6	6	0.61	0.61	3.58	3.58	44	44	26.83	26.83	Phosphoribosyl-ATP pyrophosphohydrolase	S
OG0003270	360	0	6	6	0.47	0.47	3.58	3.58	46	46	21.5	21.5	#N/A	#N/A
OG0003354	102	0.6	4	5	0.25	0.26	3.58	3.69	41	40	10.2	10.2	#N/A	#N/A
OG0003793	1155	0	3	3	0.55	0.55	3.58	3.58	38	38	21	21	Major facilitator family	EGP
OG0003832	189	0.67	3	3	0.43	0.82	3.58	3	38	20	16.33	16.33	#N/A	#N/A
OG0003918	390	0.67	3	3	0.39	0.64	3.58	3.14	38	23	14.67	14.67	"Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2"	G
OG0004110	618	0	2	2	0.62	0.62	3.58	3.58	38	38	23.5	23.5	CDP-alcohol phosphatidyltransferase	I
OG0004216	763.5	0.5	2	2	0.5	1.29	3.58	2.64	36	14	18	18	-	-
OG0004230	621	0.5	2	2	0.5	0.95	3.58	2.94	36	19	18	18	#N/A	#N/A
OG0004354	1831.5	0	2	2	0.54	0.54	3.58	3.58	37	37	20	20	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD	L
OG0004385	322.5	0	1	2	0.5	0.5	3.58	3.58	36	36	18	18	#N/A	#N/A
OG0004394	322.5	0	2	2	0.5	0.5	3.58	3.58	36	36	18	18	#N/A	#N/A
OG0004407	324	0	2	2	0.5	0.5	3.58	3.58	36	36	18	18	"Toxin ToxN, type III toxin-antitoxin system"	S
OG0004434	954	0	2	2	0.54	0.54	3.58	3.58	37	37	20	20	Xylose isomerase-like TIM barrel	M
OG0004464	916.5	0	2	2	0.54	0.54	3.58	3.58	37	37	20	20	#N/A	#N/A
OG0004580	256.5	0	2	2	0.5	0.5	3.58	3.58	36	36	18	18	#N/A	#N/A
OG0004612	127.5	0	2	2	0.55	0.55	3.58	3.58	37	37	20.5	20.5	-	-
OG0004656	525	0.5	2	2	0.5	0.69	3.58	3.26	36	26	18	18	#N/A	#N/A
OG0004741	144	0	1	2	0.54	0.54	3.58	3.58	37	37	20	20	reverse transcriptase	L
OG0004817	360	1	2	2	0.88	NA	3.58	NA	37	0	32.5	32.5	#N/A	#N/A
OG0004864	171	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0004903	267	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0004905	678	0	1	1	1	1	3.58	3.58	36	36	36	36	Protein of unknown function (DUF559)	S
OG0004938	330	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0005051	1128	0	1	1	1	1	3.58	3.58	36	36	36	36	Pfam:Caudo_bapla16	S
OG0005062	120	1	1	1	1	NA	3.58	NA	36	0	36	36	-	-
OG0005063	888	1	1	1	1	NA	3.58	NA	36	0	36	36	D12 class N6 adenine-specific DNA methyltransferase	S
OG0005064	315	1	1	1	1	NA	3.58	NA	36	0	36	36	-	-
OG0005065	510	1	1	1	1	NA	3.58	NA	36	0	36	36	-	-
OG0005066	216	1	1	1	1	NA	3.58	NA	36	0	36	36	-	-
OG0005067	360	1	1	1	1	NA	3.58	NA	36	0	36	36	Pfam:Phage_SSB	S
OG0005475	270	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0005908	216	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0005974	948	0	1	1	1	1	3.58	3.58	36	36	36	36	"Ribonucleotide reductase, small chain"	S
OG0006226	243	0	1	1	1	1	3.58	3.58	36	36	36	36	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	G
OG0006227	219	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006305	210	0	1	1	1	1	3.58	3.58	36	36	36	36	COG1796 DNA polymerase IV (family X)	L
OG0006307	234	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006308	198	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006309	225	0	1	1	1	1	3.58	3.58	36	36	36	36	Endonuclease that is involved in the suppression of homologous recombination and may therefore have a key role in the control of bacterial genetic diversity	L
OG0006310	102	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006314	351	0	1	1	1	1	3.58	3.58	36	36	36	36	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision	L
OG0006351	213	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006446	156	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006447	468	0	1	1	1	1	3.58	3.58	36	36	36	36	May be involved in recombinational repair of damaged DNA	L
OG0006449	132	0	1	1	1	1	3.58	3.58	36	36	36	36	Regulates arginine biosynthesis genes	K
OG0006460	228	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006461	498	0	1	1	1	1	3.58	3.58	36	36	36	36	penicillin-binding protein	M
OG0006472	153	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006473	207	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006474	282	0	1	1	1	1	3.58	3.58	36	36	36	36	"ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins"	O
OG0006621	252	0	1	1	1	1	3.58	3.58	36	36	36	36	intracellular protease	S
OG0006623	174	0	1	1	1	1	3.58	3.58	36	36	36	36	4Fe-4S single cluster domain	S
OG0006624	159	0	1	1	1	1	3.58	3.58	36	36	36	36	Radical SAM	S
OG0006826	105	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006902	249	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006913	417	0	1	1	1	1	3.58	3.58	36	36	36	36	-	-
OG0006916	276	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006946	183	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006968	612	0	1	1	1	1	3.58	3.58	36	36	36	36	HNH endonuclease	S
OG0006970	483	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0006971	288	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0007320	780	0	1	1	1	1	3.58	3.58	36	36	36	36	HNH endonuclease	V
OG0007781	141	1	1	1	1	NA	3.58	NA	36	0	36	36	#N/A	#N/A
OG0007968	282	0	1	1	1	1	3.58	3.58	36	36	36	36	#N/A	#N/A
OG0000368	600	0.02	77	81	0.24	0.24	3.59	3.6	91	90	22.05	22.05	radicals which are normally produced within the cells and which are toxic to biological systems	C
OG0000649	465	0.03	77	78	0.22	0.22	3.59	3.6	107	107	23.54	23.54	Domain of unknown function (DUF4930)	S
OG0000791	1284	0.01	77	77	0.12	0.12	3.59	3.6	150	150	17.39	17.39	Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP	F
OG0000826	279	0.04	77	77	0.65	0.65	3.59	3.59	51	51	33.12	33.12	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA	J
OG0000828	435	0.04	77	77	0.61	0.61	3.59	3.59	55	55	33.66	33.66	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs	J
OG0001133	1674	0.04	77	77	0.13	0.13	3.59	3.6	148	146	18.66	18.66	Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family	C
OG0001321	297	0.03	77	77	0.24	0.26	3.59	3.58	92	87	22.51	22.51	-	-
OG0001444	978	0.05	76	76	0.16	0.16	3.59	3.59	125	125	19.88	19.88	"Catalyzes the irreversible NADPH-dependent deamination of GMP to IMP. It functions in the conversion of nucleobase, nucleoside and nucleotide derivatives of G to A nucleotides, and in maintaining the intracellular balance of A and G nucleotides"	F
OG0001459	546	0.03	76	76	0.25	0.26	3.59	3.58	92	87	22.68	22.68	(GNAT) family	J
OG0001595	1675.5	0.01	69	70	0.32	0.32	3.59	3.58	75	74	23.71	23.71	"ABC transporter, ATP-binding protein"	V
OG0002034	1827	0.08	32	36	0.37	0.38	3.59	3.57	49	47	17.97	17.97	Amino acid permease	E
OG0002449	1767	0	17	17	0.28	0.28	3.59	3.59	62	62	17.12	17.12	IucA / IucC family	Q
OG0002846	492	0.3	9	10	0.32	0.33	3.59	3.69	53	51	16.7	16.7	Acetyltransferase (GNAT) domain	K
OG0003178	180	0	4	6	0.46	0.46	3.59	3.59	46	46	21	21	#N/A	#N/A
OG0003219	1044	0	6	6	0.53	0.53	3.59	3.59	46	46	24.33	24.33	"Phage integrase, N-terminal SAM-like domain"	L
OG0003375	315	0	5	5	0.85	0.85	3.59	3.59	38	38	32.2	32.2	-	-
OG0003421	657	0.6	5	5	0.36	0.55	3.59	3.35	46	30	16.6	16.6	Membrane	S
OG0003528	766.5	0	4	4	0.6	0.6	3.59	3.59	39	39	23.25	23.25	Gas vesicle synthesis protein GvpL/GvpF	O
OG0003529	255	0	4	4	0.59	0.59	3.59	3.59	39	39	23	23	Gas vesicle protein G	S
OG0003731	150	0	4	4	0.46	0.46	3.59	3.59	42	42	19.5	19.5	#N/A	#N/A
OG0003882	540	0	2	3	0.37	0.37	3.59	3.59	38	38	14	14	#N/A	#N/A
OG0003906	765	0	3	3	0.46	0.46	3.59	3.59	39	39	18	18	nicotinamide mononucleotide transporter	H
OG0004055	102	0.33	3	3	0.4	0.44	3.59	3.56	38	35	15.33	15.33	#N/A	#N/A
OG0004286	195	0	2	2	0.53	0.53	3.59	3.59	37	37	19.5	19.5	malate quinone oxidoreductase	C
OG0004719	792	0	2	2	0.59	0.59	3.59	3.59	38	38	22.5	22.5	Domain of unknown function (DUF4263)	S
OG0000369	1059	0.07	77	81	0.24	0.25	3.6	3.58	102	100	24.62	24.62	Belongs to the peptidase M24B family	E
OG0000541	1248	0.09	77	79	0.16	0.16	3.6	3.6	103	103	16.13	16.13	transcriptional	K
OG0000571	4500	0.18	68	79	0.16	0.18	3.6	3.6	107	96	17.44	17.44	Glutamate synthase	E
OG0000834	399	0.04	77	77	0.64	0.64	3.6	3.6	55	55	35.05	35.05	"One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit"	J
OG0000835	537	0.04	77	77	0.63	0.63	3.6	3.6	56	56	35.08	35.08	"This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center"	J
OG0001128	315	0.06	77	77	0.2	0.21	3.6	3.6	107	103	21.35	21.35	-	-
OG0001434	1362	0.05	76	76	0.28	0.28	3.6	3.59	90	88	24.88	24.88	Acetyl-CoA carboxylase (Biotin carboxylase subunit)	I
OG0001458	457.5	0.03	76	76	0.27	0.28	3.6	3.59	85	82	22.71	22.71	Belongs to the UPF0178 family	S
OG0001490	552	0.01	75	75	0.21	0.21	3.6	3.6	103	102	21.73	21.73	Integrase	L
OG0001628	678	0.01	66	67	0.15	0.15	3.6	3.61	112	112	17.36	17.36	"nitrate reductase, gamma subunit"	C
OG0001743	909	0.03	56	58	0.3	0.3	3.6	3.59	74	72	21.93	21.93	aldo keto reductase	S
OG0001747	147	0.03	58	58	0.22	0.22	3.6	3.61	99	99	21.4	21.4	D-Ala-teichoic acid biosynthesis protein	S
OG0003070	681	0	6	7	0.47	0.47	3.6	3.6	46	46	21.57	21.57	-	-
OG0003194	603	0	6	6	0.6	0.6	3.6	3.6	45	45	27.17	27.17	Phosphomevalonate kinase	H
