OG	Median OG length (bp)	Proportion contexts near scaffold edge	Number of genomes with OG	Number of instances	Context variability score	Context variability score - complete contexts	Context entropy score	Context entropy score - complete contexts	Number of distinct neighbor OGs	Number of distinct OGs from complete contexts	Avg. number of distinct neighbor OGs	Avg. number of distinct neighbor OGs from complete contexts
OG0004049	543.0	0.0	3	3	0.34	0.34	4.11	4.11	62	62	21.33	21.33
OG0004050	105.0	0.0	3	3	0.4	0.4	3.7	3.7	43	43	17	17
OG0004051	294.0	0.0	3	3	0.46	0.46	3.78	3.78	49	49	22.33	22.33
OG0004052	147.0	0.33	2	3	0.39	0.42	3.54	3.5	36	33	14	14
OG0004053	318.0	0.33	3	3	0.81	0.81	2.85	2.87	18	18	14.67	14.67
OG0004054	267.0	0.0	3	3	0.91	0.91	2.85	2.85	18	18	16.33	16.33
OG0004055	102.0	0.33	3	3	0.4	0.44	3.59	3.56	38	35	15.33	15.33
OG0004056	711.0	0.0	2	3	0.75	0.75	3.06	3.06	23	23	17.33	17.33
OG0004057	195.0	0.0	3	3	0.8	0.8	3.07	3.07	23	23	18.33	18.33
OG0004058	303.0	0.33	3	3	0.38	0.4	4.2	4.14	69	65	26	26
OG0004059	180.0	0.33	3	3	0.52	0.6	3.9	3.79	55	47	28.33	28.33
OG0004060	729.0	0.0	3	3	0.6	0.6	3.26	3.26	29	29	17.33	17.33
OG0004061	450.0	0.0	3	3	0.38	0.38	3.93	3.93	54	54	20.33	20.33
OG0004062	252.0	0.33	2	3	0.43	0.43	3.62	3.68	40	40	17.33	17.33
OG0004063	201.0	0.67	3	3	0.4	0.92	3.76	3.0	46	20	18.33	18.33
OG0004064	1101.0	0.33	3	3	0.54	0.91	3.34	2.89	30	18	16.33	16.33
OG0004065	183.0	0.0	3	3	0.88	0.88	3.17	3.17	25	25	22	22
OG0004066	219.0	0.0	2	3	0.49	0.49	4.31	4.31	83	83	41	41
OG0004067	144.0	0.0	3	3	0.57	0.57	3.34	3.34	31	31	17.67	17.67
OG0004068	213.0	0.0	3	3	0.86	0.86	3.0	3.0	21	21	18	18
OG0004069	228.0	0.0	3	3	0.88	0.88	3.06	3.06	22	22	19.33	19.33
OG0004070	105.0	0.33	3	3	0.45	0.49	3.55	3.54	39	36	17.67	17.67
OG0004071	162.0	0.33	3	3	0.65	0.65	3.09	3.13	24	24	15.67	15.67
OG0004072	303.0	0.33	1	3	0.49	0.51	3.89	3.87	53	51	26	26
OG0004073	516.0	0.33	3	3	0.4	0.5	3.68	3.51	43	35	17.33	17.33
OG0004074	369.0	0.33	3	3	0.4	0.43	3.55	3.48	37	34	14.67	14.67
OG0004075	300.0	0.0	3	3	0.47	0.47	3.62	3.62	40	40	19	19
OG0004076	657.0	0.0	3	3	0.86	0.86	3.09	3.09	23	23	19.67	19.67
OG0004077	864.0	0.0	3	3	0.87	0.87	3.09	3.09	23	23	20	20
OG0004078	225.0	0.0	3	3	0.85	0.85	3.17	3.17	25	25	21.33	21.33
OG0004079	930.0	1.0	1	3	0.37	NA	2.16	NA	9	0	3.33	3.33
OG0004080	471.0	0.67	3	3	0.42	0.64	3.44	3.09	33	22	14	14
OG0004081	933.0	0.0	3	3	0.41	0.41	3.74	3.74	45	45	18.67	18.67
OG0004082	393.0	0.33	3	3	0.38	0.56	3.85	3.51	50	34	19	19
OG0004083	156.0	0.0	3	3	0.53	0.53	3.85	3.85	51	51	27	27
OG0004084	1101.0	0.0	2	3	0.48	0.48	3.63	3.63	40	40	19.33	19.33
OG0004085	639.0	0.0	3	3	0.4	0.4	3.97	3.97	56	56	22.67	22.67
OG0004086	423.0	0.0	3	3	0.55	0.55	3.26	3.26	29	29	16	16
OG0004087	891.0	0.33	2	3	0.7	0.86	3.25	3.12	28	23	19.67	19.67
OG0004088	726.0	0.33	3	3	0.71	0.71	3.25	3.27	28	28	20	20
OG0004089	108.0	0.67	3	3	0.94	0.94	2.75	2.77	16	16	15	15
OG0004090	258.0	0.33	3	3	0.84	0.84	2.67	2.69	15	15	12.67	12.67
OG0004091	510.0	0.33	2	3	0.79	0.83	3.05	3.04	22	21	17.33	17.33
OG0004092	846.0	0.33	3	3	0.75	0.75	3.26	3.29	28	28	21	21
OG0004093	465.0	0.33	3	3	1.0	1.0	2.94	2.94	19	19	19	19
OG0004094	888.0	0.67	3	3	0.49	0.79	2.92	2.56	21	13	10.33	10.33
OG0004095	684.0	0.67	3	3	0.59	0.81	3.11	2.89	25	18	14.67	14.67
OG0004096	225.0	1.0	2	3	0.48	NA	3.04	NA	23	0	11	11
OG0004097	246.0	0.0	1	3	0.63	0.63	3.53	3.53	39	39	24.67	24.67
OG0004098	225.0	0.0	1	3	0.63	0.63	3.53	3.53	39	39	24.67	24.67
OG0004099	531.0	0.33	3	3	0.34	0.44	3.82	3.58	46	36	15.67	15.67
OG0004100	447.0	0.0	1	3	0.91	0.91	2.6	2.6	14	14	12.67	12.67
OG0004101	831.0	0.0	2	2	0.94	0.94	3.16	3.16	24	24	22.5	22.5
OG0004102	1201.5	0.0	2	2	0.9	0.9	3.23	3.23	26	26	23.5	23.5
OG0004103	1854.0	0.0	2	2	0.56	0.56	3.46	3.46	33	33	18.5	18.5
OG0004104	807.0	0.0	2	2	0.77	0.77	3.2	3.2	26	26	20	20
OG0004105	136.5	0.0	2	2	0.67	0.67	3.2	3.2	26	26	17.5	17.5
OG0004106	798.0	0.0	2	2	0.93	0.93	2.97	2.97	20	20	18.5	18.5
OG0004107	235.5	0.0	2	2	0.76	0.76	3.08	3.08	23	23	17.5	17.5
OG0004108	456.0	0.0	2	2	0.78	0.78	2.84	2.84	18	18	14	14
OG0004109	537.0	0.0	2	2	0.61	0.61	3.66	3.66	41	41	25	25
OG0004110	618.0	0.0	2	2	0.62	0.62	3.58	3.58	38	38	23.5	23.5
OG0004111	826.5	0.0	2	2	0.62	0.62	3.56	3.56	37	37	23	23
OG0004112	228.0	0.5	2	2	0.58	0.94	4.18	3.74	68	42	39.5	39.5
OG0004113	234.0	0.0	2	2	0.6	0.6	4.15	4.15	67	67	40.5	40.5
OG0004114	306.0	0.0	2	2	0.54	0.54	4.34	4.34	79	79	42.5	42.5
OG0004115	207.0	0.0	1	2	0.61	0.61	4.14	4.14	66	66	40.5	40.5
OG0004116	387.0	0.0	2	2	0.6	0.6	4.08	4.08	62	62	37.5	37.5
OG0004117	195.0	0.5	2	2	0.54	0.75	3.95	3.64	53	38	28.5	28.5
OG0004118	228.0	0.5	2	2	0.54	0.75	3.95	3.64	53	38	28.5	28.5
OG0004119	156.0	0.0	2	2	0.66	0.66	4.05	4.05	61	61	40	40
OG0004120	357.0	0.0	2	2	0.56	0.56	4.25	4.25	73	73	41	41
OG0004121	156.0	0.0	2	2	0.5	0.5	3.71	3.71	41	41	20.5	20.5
OG0004122	454.5	0.0	2	2	0.52	0.52	3.84	3.84	47	47	24.5	24.5
OG0004123	589.5	0.0	2	2	0.52	0.52	3.81	3.81	46	46	24	24
OG0004124	219.0	0.0	2	2	0.63	0.63	4.1	4.1	64	64	40.5	40.5
OG0004125	127.5	0.0	2	2	0.5	0.5	3.91	3.91	50	50	25	25
OG0004126	115.5	0.0	2	2	0.5	0.5	3.81	3.81	45	45	22.5	22.5
OG0004127	156.0	0.0	2	2	0.73	0.73	3.34	3.34	30	30	22	22
OG0004128	222.0	0.0	2	2	0.83	0.83	3.13	3.13	24	24	20	20
OG0004129	178.5	0.0	2	2	0.57	0.57	2.95	2.95	20	20	11.5	11.5
OG0004130	165.0	0.5	2	2	0.74	0.74	3.24	3.3	27	27	20	20
OG0004131	225.0	0.0	2	2	0.67	0.67	3.87	3.87	51	51	34	34
OG0004132	2172.0	0.0	2	2	0.53	0.53	3.54	3.54	35	35	18.5	18.5
OG0004133	187.5	0.0	1	2	0.5	0.5	3.4	3.4	30	30	15	15
OG0004134	372.0	0.0	2	2	0.75	0.75	3.34	3.34	30	30	22.5	22.5
OG0004135	225.0	0.0	2	2	0.51	0.51	3.84	3.84	47	47	24	24
OG0004136	195.0	0.0	2	2	0.74	0.74	3.44	3.44	33	33	24.5	24.5
OG0004137	228.0	0.0	2	2	0.96	0.96	3.28	3.28	27	27	26	26
OG0004138	262.5	0.0	2	2	0.78	0.78	3.47	3.47	34	34	26.5	26.5
OG0004139	405.0	0.0	2	2	0.76	0.76	3.08	3.08	23	23	17.5	17.5
OG0004140	304.5	0.0	2	2	0.57	0.57	3.52	3.52	35	35	20	20
OG0004141	393.0	0.0	2	2	1.0	1.0	2.56	2.56	13	13	13	13
OG0004142	315.0	0.0	2	2	0.96	0.96	2.55	2.55	13	13	12.5	12.5
OG0004143	678.0	0.0	2	2	0.9	0.9	2.68	2.68	15	15	13.5	13.5
OG0004144	312.0	0.0	2	2	0.93	0.93	2.69	2.69	15	15	14	14
OG0004145	855.0	0.0	2	2	0.54	0.54	4.17	4.17	66	66	35.5	35.5
OG0004146	207.0	0.0	2	2	0.56	0.56	4.03	4.03	58	58	32.5	32.5
OG0004147	417.0	0.0	2	2	1.0	1.0	2.48	2.48	12	12	12	12
OG0004148	637.5	0.0	2	2	0.93	0.93	3.12	3.12	23	23	21.5	21.5
OG0004149	132.0	0.5	2	2	0.51	1.0	3.7	3.04	41	21	21	21
OG0004150	159.0	0.5	2	2	0.51	1.0	3.7	3.04	41	21	21	21
OG0004151	885.0	0.5	1	2	0.73	0.91	3.5	3.33	35	28	25.5	25.5
OG0004152	196.5	0.0	2	2	0.62	0.62	3.97	3.97	56	56	35	35
OG0004153	363.0	0.0	1	2	0.65	0.65	3.93	3.93	54	54	35	35
OG0004154	106.5	0.0	2	2	0.8	0.8	3.17	3.17	25	25	20	20
OG0004155	217.5	0.0	2	2	0.51	0.51	3.82	3.82	46	46	23.5	23.5
OG0004156	442.5	0.0	2	2	0.5	0.5	3.53	3.53	34	34	17	17
OG0004157	1194.0	0.5	2	2	0.59	0.87	3.29	2.94	28	19	16.5	16.5
OG0004158	316.5	0.5	2	2	0.59	0.89	3.25	2.89	27	18	16	16
OG0004159	273.0	0.5	2	2	0.59	0.89	3.25	2.89	27	18	16	16
OG0004160	1392.0	0.0	2	2	0.53	0.53	3.51	3.51	34	34	18	18
OG0004161	1314.0	0.0	2	2	0.53	0.53	3.51	3.51	34	34	18	18
OG0004162	400.5	0.0	2	2	0.57	0.57	3.36	3.36	30	30	17	17
OG0004163	108.0	0.0	2	2	0.97	0.97	2.88	2.88	18	18	17.5	17.5
OG0004164	522.0	0.0	2	2	0.53	0.53	3.87	3.87	49	49	26	26
OG0004165	439.5	0.0	2	2	0.53	0.53	3.85	3.85	48	48	25.5	25.5
OG0004166	783.0	0.0	2	2	0.54	0.54	3.84	3.84	48	48	26	26
OG0004167	1081.5	0.0	2	2	0.91	0.91	3.07	3.07	22	22	20	20
OG0004168	514.5	0.0	2	2	0.95	0.95	2.93	2.93	19	19	18	18
OG0004169	1120.5	0.0	2	2	0.93	0.93	2.97	2.97	20	20	18.5	18.5
OG0004170	145.5	0.0	2	2	0.51	0.51	3.7	3.7	41	41	21	21
OG0004171	313.5	0.0	2	2	0.66	0.66	3.55	3.55	37	37	24.5	24.5
OG0004172	258.0	0.0	2	2	0.88	0.88	3.14	3.14	24	24	21	21
OG0004173	501.0	0.0	2	2	0.57	0.57	3.49	3.49	34	34	19.5	19.5
OG0004174	730.5	0.0	2	2	0.74	0.74	3.16	3.16	25	25	18.5	18.5
OG0004175	918.0	0.0	2	2	0.76	0.76	3.24	3.24	27	27	20.5	20.5
OG0004176	465.0	0.5	2	2	0.86	1.02	3.18	3.04	25	21	21.5	21.5
OG0004177	1281.0	1.0	2	2	0.85	NA	3.22	NA	26	0	22	22
OG0004178	682.5	1.0	2	2	0.82	NA	2.95	NA	20	0	16.5	16.5
OG0004179	408.0	1.0	2	2	0.82	NA	2.95	NA	20	0	16.5	16.5
OG0004180	318.0	1.0	2	2	0.82	NA	2.9	NA	19	0	15.5	15.5
OG0004181	975.0	1.0	2	2	0.82	NA	2.9	NA	19	0	15.5	15.5
OG0004182	1329.0	0.0	2	2	0.6	0.6	3.39	3.39	31	31	18.5	18.5
OG0004183	852.0	0.0	2	2	0.57	0.57	3.29	3.29	28	28	16	16
OG0004184	846.0	0.5	2	2	0.58	0.67	3.74	3.64	44	38	25.5	25.5
OG0004185	120.0	0.5	2	2	0.55	0.6	3.76	3.69	44	40	24	24
OG0004186	600.0	0.5	2	2	0.55	0.6	3.76	3.69	44	40	24	24
OG0004187	325.5	0.0	2	2	0.54	0.54	3.78	3.78	45	45	24.5	24.5
OG0004188	460.5	0.0	2	2	0.98	0.98	3.08	3.08	22	22	21.5	21.5
OG0004189	129.0	0.0	2	2	0.51	0.51	3.75	3.75	43	43	22	22
OG0004190	189.0	0.0	2	2	0.56	0.56	4.24	4.24	72	72	40.5	40.5
OG0004191	264.0	0.5	2	2	0.52	0.55	3.08	3.04	22	21	11.5	11.5
OG0004192	429.0	0.5	2	2	0.74	0.78	2.99	3.0	21	20	15.5	15.5
OG0004193	393.0	0.5	2	2	0.75	0.75	2.94	3.0	20	20	15	15
OG0004194	207.0	0.5	2	2	0.72	0.72	3.08	3.14	23	23	16.5	16.5
OG0004195	297.0	0.5	2	2	0.72	0.72	3.08	3.14	23	23	16.5	16.5
OG0004196	697.5	0.0	2	2	0.73	0.73	3.27	3.27	28	28	20.5	20.5
OG0004197	457.5	0.0	2	2	0.72	0.72	3.31	3.31	29	29	21	21
OG0004198	291.0	0.0	2	2	0.72	0.72	3.31	3.31	29	29	21	21
OG0004199	1186.5	0.0	2	2	0.58	0.58	3.36	3.36	30	30	17.5	17.5
OG0004200	939.0	0.0	2	2	0.59	0.59	3.29	3.29	28	28	16.5	16.5
OG0004201	393.0	0.0	2	2	0.53	0.53	3.51	3.51	34	34	18	18
OG0004202	216.0	0.0	2	2	0.83	0.83	2.66	2.66	15	15	12.5	12.5
OG0004203	5128.5	0.0	2	2	0.51	0.51	3.57	3.57	36	36	18.5	18.5
OG0004204	975.0	0.0	2	2	0.51	0.51	3.6	3.6	37	37	19	19
OG0004205	1005.0	0.0	2	2	0.95	0.95	3.03	3.03	21	21	20	20
OG0004206	1156.5	0.0	2	2	0.5	0.5	3.61	3.61	37	37	18.5	18.5
OG0004207	321.0	0.0	2	2	0.54	0.54	3.53	3.53	35	35	19	19
OG0004208	604.5	0.0	2	2	0.54	0.54	3.61	3.61	38	38	20.5	20.5
OG0004209	169.5	0.0	2	2	0.5	0.5	3.71	3.71	41	41	20.5	20.5
OG0004210	211.5	0.0	2	2	0.75	0.75	3.28	3.28	28	28	21	21
OG0004211	166.5	0.5	2	2	0.52	1.0	3.12	2.48	23	12	12	12
OG0004212	640.5	0.5	2	2	0.53	0.75	2.98	2.64	20	14	10.5	10.5
OG0004213	175.5	0.0	2	2	0.5	0.5	3.74	3.74	42	42	21	21
OG0004214	5904.0	0.0	2	2	0.96	0.96	2.63	2.63	14	14	13.5	13.5
OG0004215	438.0	0.0	2	2	0.54	0.54	3.56	3.56	36	36	19.5	19.5
OG0004216	763.5	0.5	2	2	0.5	1.29	3.58	2.64	36	14	18	18
OG0004217	160.5	0.0	1	2	0.57	0.57	3.93	3.93	53	53	30	30
OG0004218	114.0	0.0	2	2	0.51	0.51	3.63	3.63	38	38	19.5	19.5
OG0004219	178.5	0.0	2	2	0.78	0.78	3.31	3.31	29	29	22.5	22.5
OG0004220	315.0	0.0	2	2	0.75	0.75	3.2	3.2	26	26	19.5	19.5
OG0004221	294.0	0.0	2	2	0.6	0.6	4.17	4.17	68	68	41	41
OG0004222	237.0	0.0	2	2	0.71	0.71	3.93	3.93	54	54	38.5	38.5
OG0004223	412.5	0.0	2	2	0.62	0.62	3.21	3.21	26	26	16	16
OG0004224	114.0	0.0	2	2	0.87	0.87	3.26	3.26	27	27	23.5	23.5
OG0004225	886.5	1.0	2	2	0.5	NA	3.04	NA	21	0	10.5	10.5
OG0004226	228.0	0.5	2	2	0.5	0.52	3.53	3.5	34	33	17	17
OG0004227	145.5	0.0	1	2	0.83	0.83	3.09	3.09	23	23	19	19
OG0004228	657.0	0.0	2	2	0.52	0.52	3.7	3.7	41	41	21.5	21.5
OG0004229	405.0	0.0	2	2	0.51	0.51	3.63	3.63	38	38	19.5	19.5
OG0004230	621.0	0.5	2	2	0.5	0.95	3.58	2.94	36	19	18	18
OG0004231	922.5	1.0	2	2	0.5	NA	3.47	NA	32	0	16	16
OG0004232	549.0	0.5	2	2	0.65	1.05	3.38	2.94	31	19	20	20
OG0004233	870.0	0.5	2	2	0.65	0.83	3.08	2.89	23	18	15	15
OG0004234	159.0	0.0	2	2	0.65	0.65	4.12	4.12	65	65	42.5	42.5
OG0004235	126.0	0.5	1	2	0.5	0.52	3.14	3.09	23	22	11.5	11.5
OG0004236	331.5	0.0	2	2	0.75	0.75	3.34	3.34	30	30	22.5	22.5
OG0004237	205.5	0.5	2	2	0.83	1.0	3.32	3.18	29	24	24	24
OG0004238	387.0	0.0	2	2	0.7	0.7	3.03	3.03	22	22	15.5	15.5
OG0004239	199.5	0.5	2	2	0.67	0.84	3.12	2.94	24	19	16	16
OG0004240	756.0	0.5	2	2	0.66	0.87	3.16	2.94	25	19	16.5	16.5
OG0004241	456.0	0.0	2	2	0.84	0.84	2.73	2.73	16	16	13.5	13.5
OG0004242	412.5	0.5	2	2	0.5	0.74	3.33	2.94	28	19	14	14
OG0004243	1222.5	0.5	2	2	0.5	1.04	3.3	2.56	27	13	13.5	13.5
OG0004244	1270.5	0.0	2	2	0.52	0.52	3.42	3.42	31	31	16	16
OG0004245	495.0	0.0	2	2	0.64	0.64	3.31	3.31	29	29	18.5	18.5
OG0004246	132.0	0.0	2	2	1.0	1.0	2.83	2.83	17	17	17	17
OG0004247	102.0	0.0	2	2	0.74	0.74	3.24	3.24	27	27	20	20
OG0004248	264.0	0.0	2	2	0.69	0.69	3.31	3.31	29	29	20	20
OG0004249	642.0	0.0	2	2	1.0	1.0	3.69	3.69	40	40	40	40
OG0004250	135.0	0.0	2	2	1.0	1.0	3.66	3.66	39	39	39	39
OG0004251	96.0	0.0	2	2	1.0	1.0	3.53	3.53	34	34	34	34
OG0004252	189.0	0.0	2	2	0.92	0.92	3.2	3.2	25	25	23	23
OG0004253	135.0	0.0	2	2	1.0	1.0	2.94	2.94	19	19	19	19
OG0004254	90.0	0.0	2	2	0.91	0.91	2.81	2.81	17	17	15.5	15.5
OG0004255	889.5	0.0	2	2	0.54	0.54	3.82	3.82	47	47	25.5	25.5
OG0004256	678.0	0.0	2	2	0.54	0.54	3.78	3.78	45	45	24.5	24.5
OG0004257	1104.0	0.0	2	2	0.54	0.54	3.84	3.84	48	48	26	26
OG0004258	274.5	0.0	2	2	0.52	0.52	3.49	3.49	33	33	17	17
OG0004259	1027.5	0.0	2	2	0.59	0.59	3.09	3.09	23	23	13.5	13.5
OG0004260	553.5	0.0	2	2	0.5	0.5	3.56	3.56	35	35	17.5	17.5
OG0004261	526.5	0.5	2	2	0.51	0.69	3.55	3.26	35	26	18	18
OG0004262	376.5	0.0	2	2	0.62	0.62	3.61	3.61	39	39	24	24
OG0004263	156.0	0.0	2	2	0.55	0.55	3.68	3.68	41	41	22.5	22.5
OG0004264	213.0	0.0	2	2	0.57	0.57	3.65	3.65	40	40	23	23
OG0004265	585.0	0.0	2	2	0.64	0.64	4.15	4.15	67	67	43	43
OG0004266	178.5	0.0	2	2	0.59	0.59	4.03	4.03	59	59	35	35
OG0004267	717.0	0.0	2	2	0.63	0.63	3.2	3.2	26	26	16.5	16.5
OG0004268	204.0	0.0	2	2	0.71	0.71	2.77	2.77	17	17	12	12
OG0004269	157.5	0.0	2	2	0.52	0.52	3.35	3.35	29	29	15	15
OG0004270	186.0	0.0	2	2	0.82	0.82	3.04	3.04	22	22	18	18
OG0004271	495.0	0.0	2	2	0.87	0.87	3.22	3.22	26	26	22.5	22.5
OG0004272	132.0	0.0	2	2	0.97	0.97	2.99	2.99	20	20	19.5	19.5
OG0004273	363.0	0.0	2	2	0.74	0.74	3.24	3.24	27	27	20	20
OG0004274	160.5	0.0	2	2	0.67	0.67	3.97	3.97	56	56	37.5	37.5
OG0004275	138.0	0.0	2	2	0.73	0.73	3.38	3.38	31	31	22.5	22.5
OG0004276	238.5	0.0	2	2	0.74	0.74	3.53	3.53	36	36	26.5	26.5
OG0004277	180.0	0.0	2	2	0.8	0.8	3.35	3.35	30	30	24	24
OG0004278	138.0	0.0	2	2	0.76	0.76	3.92	3.92	53	53	40.5	40.5
OG0004279	607.5	0.0	2	2	0.58	0.58	4.08	4.08	62	62	36	36
OG0004280	162.0	0.0	2	2	0.58	0.58	4.08	4.08	62	62	36	36
OG0004281	219.0	0.0	2	2	0.61	0.61	4.11	4.11	64	64	39	39
OG0004282	234.0	0.0	2	2	0.57	0.57	4.15	4.15	66	66	37.5	37.5
OG0004283	507.0	0.0	2	2	0.62	0.62	3.47	3.47	34	34	21	21
OG0004284	966.0	0.0	2	2	0.51	0.51	3.65	3.65	39	39	20	20
OG0004285	691.5	0.5	2	2	0.5	1.21	3.53	2.64	34	14	17	17
OG0004286	195.0	0.0	2	2	0.53	0.53	3.59	3.59	37	37	19.5	19.5
OG0004287	499.5	0.0	2	2	0.84	0.84	2.9	2.9	19	19	16	16
OG0004288	132.0	0.0	2	2	0.76	0.76	3.44	3.44	33	33	25	25
OG0004289	246.0	0.0	2	2	0.56	0.56	3.81	3.81	47	47	26.5	26.5
OG0004290	463.5	0.0	2	2	0.56	0.56	3.83	3.83	48	48	27	27
OG0004291	742.5	0.0	2	2	0.5	0.5	3.83	3.83	46	46	23	23
OG0004292	189.0	0.5	2	2	0.67	0.97	3.08	2.77	23	16	15.5	15.5
OG0004293	402.0	0.0	2	2	0.71	0.71	3.37	3.37	31	31	22	22
OG0004294	217.5	0.0	2	2	0.79	0.79	3.5	3.5	35	35	27.5	27.5
OG0004295	382.5	0.0	2	2	0.88	0.88	3.23	3.23	26	26	23	23
OG0004296	442.5	0.0	2	2	0.83	0.83	2.85	2.85	18	18	15	15
OG0004297	451.5	0.5	2	2	0.53	0.56	2.87	2.83	18	17	9.5	9.5
OG0004298	195.0	0.0	2	2	0.87	0.87	3.22	3.22	26	26	22.5	22.5
OG0004299	163.5	0.0	2	2	0.89	0.89	3.1	3.1	23	23	20.5	20.5
OG0004300	774.0	0.0	2	2	0.79	0.79	3.32	3.32	29	29	23	23
OG0004301	357.0	0.0	2	2	0.83	0.83	3.32	3.32	29	29	24	24
OG0004302	151.5	0.0	2	2	0.81	0.81	3.42	3.42	32	32	26	26
OG0004303	123.0	0.0	2	2	0.79	0.79	2.99	2.99	21	21	16.5	16.5
OG0004304	154.5	0.0	2	2	0.51	0.51	4.35	4.35	78	78	39.5	39.5
OG0004305	235.5	0.0	2	2	0.8	0.8	3.35	3.35	30	30	24	24
OG0004306	511.5	0.0	2	2	0.81	0.81	3.39	3.39	31	31	25	25
OG0004307	315.0	0.0	2	2	0.51	0.51	3.78	3.78	44	44	22.5	22.5
OG0004308	714.0	0.0	2	2	0.56	0.56	3.22	3.22	26	26	14.5	14.5
OG0004309	2238.0	0.0	2	2	0.54	0.54	3.27	3.27	27	27	14.5	14.5
OG0004310	663.0	0.5	2	2	0.5	0.78	3.22	2.77	25	16	12.5	12.5
OG0004311	966.0	0.0	1	2	0.97	0.97	2.7	2.7	15	15	14.5	14.5
OG0004312	318.0	0.0	1	2	0.97	0.97	2.7	2.7	15	15	14.5	14.5
OG0004313	411.0	0.0	2	2	0.5	0.5	3.4	3.4	30	30	15	15
OG0004314	111.0	0.0	2	2	0.51	0.51	3.65	3.65	39	39	20	20
OG0004315	252.0	0.0	2	2	0.57	0.57	4.18	4.18	68	68	38.5	38.5
OG0004316	1050.0	0.0	2	2	0.5	0.5	3.4	3.4	30	30	15	15
OG0004317	531.0	0.0	2	2	0.5	0.5	3.76	3.76	43	43	21.5	21.5
OG0004318	673.5	0.5	2	2	0.6	0.76	3.13	2.94	24	19	14.5	14.5
OG0004319	198.0	0.0	2	2	0.52	0.52	3.79	3.79	45	45	23.5	23.5
OG0004320	403.5	0.5	2	2	0.51	0.9	3.55	3.0	35	20	18	18
OG0004321	661.5	0.0	2	2	0.5	0.5	3.61	3.61	37	37	18.5	18.5
OG0004322	1476.0	0.5	2	2	0.5	0.53	2.83	2.77	17	16	8.5	8.5
OG0004323	801.0	0.5	2	2	0.52	1.0	3.42	2.77	31	16	16	16
OG0004324	187.5	0.5	2	2	0.5	0.57	3.22	3.09	25	22	12.5	12.5
OG0004325	669.0	0.5	2	2	0.5	0.52	3.43	3.4	31	30	15.5	15.5
OG0004326	198.0	0.0	2	2	0.61	0.61	3.5	3.5	35	35	21.5	21.5
OG0004327	178.5	0.5	2	2	0.52	0.54	3.35	3.33	29	28	15	15
OG0004328	267.0	0.5	2	2	0.52	0.54	3.32	3.3	28	27	14.5	14.5
OG0004329	229.5	0.5	2	2	0.51	0.53	3.55	3.53	35	34	18	18
OG0004330	1056.0	0.5	2	2	0.5	0.53	3.04	3.0	21	20	10.5	10.5
OG0004331	159.0	0.5	2	2	0.5	0.56	2.94	2.83	19	17	9.5	9.5
OG0004332	532.5	0.5	2	2	0.54	0.56	3.27	3.26	27	26	14.5	14.5
OG0004333	2959.5	1.0	2	2	0.69	NA	2.71	NA	16	0	11	11
OG0004334	861.0	1.0	2	2	0.64	NA	2.83	NA	18	0	11.5	11.5
OG0004335	222.0	1.0	2	2	0.51	NA	3.57	NA	36	0	18.5	18.5
OG0004336	213.0	0.5	2	2	0.5	0.54	3.3	3.22	27	25	13.5	13.5
OG0004337	1657.5	0.5	2	2	0.5	0.52	3.14	3.09	23	22	11.5	11.5
OG0004338	385.5	0.5	2	2	0.55	0.69	3.76	3.56	44	35	24	24
OG0004339	135.0	0.5	2	2	0.77	0.77	3.04	3.09	22	22	17	17
OG0004340	330.0	0.5	2	2	0.52	0.53	3.45	3.43	32	31	16.5	16.5
OG0004341	436.5	1.0	2	2	0.52	NA	3.16	NA	24	0	12.5	12.5
OG0004342	426.0	0.5	2	2	0.5	0.52	3.4	3.37	30	29	15	15
OG0004343	360.0	0.5	2	2	0.73	0.8	3.03	3.0	22	20	16	16
OG0004344	268.5	0.0	2	2	0.54	0.54	3.64	3.64	39	39	21	21
OG0004345	240.0	0.5	2	2	0.52	0.54	3.28	3.26	27	26	14	14
OG0004346	975.0	0.0	2	2	0.56	0.56	3.26	3.26	27	27	15	15
OG0004347	109.5	0.0	2	2	0.59	0.59	3.51	3.51	35	35	20.5	20.5
OG0004348	141.0	0.0	2	2	0.58	0.58	3.69	3.69	42	42	24.5	24.5
OG0004349	408.0	0.0	2	2	0.92	0.92	2.87	2.87	18	18	16.5	16.5
OG0004350	394.5	0.0	2	2	0.85	0.85	2.96	2.96	20	20	17	17
OG0004351	189.0	0.5	2	2	0.53	0.79	3.65	3.26	39	26	20.5	20.5
OG0004352	498.0	0.0	2	2	0.66	0.66	3.55	3.55	37	37	24.5	24.5
OG0004353	147.0	0.0	2	2	0.62	0.62	3.97	3.97	56	56	34.5	34.5
OG0004354	1831.5	0.0	2	2	0.54	0.54	3.58	3.58	37	37	20	20
OG0004355	532.5	1.0	1	2	1.0	NA	NA	NA	1	0	1	1
OG0004356	349.5	0.0	2	2	0.82	0.82	3.29	3.29	28	28	23	23
OG0004357	1300.5	0.0	2	2	0.83	0.83	3.36	3.36	30	30	25	25
OG0004358	256.5	0.0	2	2	0.83	0.83	3.36	3.36	30	30	25	25
OG0004359	183.0	0.0	2	2	0.91	0.91	3.27	3.27	27	27	24.5	24.5
OG0004360	1561.5	0.5	2	2	0.51	0.97	3.52	2.89	34	18	17.5	17.5
OG0004361	225.0	0.0	2	2	0.82	0.82	2.79	2.79	17	17	14	14
